order_id,order_date,product_id,qty,discount_percentage,unit_price,store_id
IN-8034,2022-12-24,P-56,3,0.3,7.99,IK-33
IN-8366,2022-04-26,P-45,1,0.1,59.99,IK-33
IN-8844,2022-05-02,P-34,4,0.4,125,IK-33
IN-10001,2023-05-09,P-41,1,0.1,149,IK-33
IN-10868,2023-06-27,P-63,1,0.1,7.99,IK-33
IN-11894,2023-08-24,P-36,3,0.3,39.99,IK-33
IN-11985,2023-01-18,P-16,4,0.4,129,IK-33
IN-13230,2022-12-01,P-44,2,0.2,59.99,IK-33
IN-13666,2023-02-20,P-58,1,0.1,79.99,IK-33
IN-14809,2022-07-28,P-59,1,0.1,49.99,IK-33
IN-16860,2023-11-02,P-84,3,0.3,499,IK-33
IN-18889,2022-07-10,P-163,3,0.3,59.99,IK-33
IN-18945,2023-10-19,P-106,1,0.1,19.99,IK-33
IN-24876,2022-07-16,P-119,3,0.3,12.99,IK-33
IN-27309,2023-11-13,P-163,2,0.2,59.99,IK-33
IN-27508,2023-12-18,P-60,3,0.3,15,IK-33
IN-28170,2021-06-11,P-122,2,0.2,49,IK-33
IN-29949,2022-11-24,P-156,2,0.2,129,IK-33
IN-30345,2023-03-09,P-149,2,0.2,19.99,IK-33
IN-31296,2022-12-07,P-26,4,0.4,349,IK-33
IN-734,2023-10-30,P-49,3,0.3,229,IK-33
IN-1276,2021-03-14,P-85,2,0.2,29.99,IK-33
IN-2475,2021-09-27,P-50,1,0.1,199,IK-33
IN-5234,2021-08-15,P-168,2,0.2,199,IK-33
IN-6627,2022-09-25,P-20,1,0.1,199,IK-33
IN-7167,2022-06-26,P-28,2,0.2,5.99,IK-33
IN-11095,2022-05-25,P-85,1,0.1,29.99,IK-33
IN-12234,2023-02-06,P-112,3,0.3,29.99,IK-33
IN-12810,2021-06-16,P-92,1,0.1,19.99,IK-33
IN-13299,2021-11-03,P-109,4,0.4,179,IK-33
IN-13576,2023-10-23,P-56,1,0.1,7.99,IK-33
IN-14441,2021-08-31,P-94,2,0.2,299,IK-33
IN-16581,2023-02-03,P-86,1,0.1,49.99,IK-33
IN-17266,2022-01-27,P-136,2,0.2,199,IK-33
IN-18920,2021-11-22,P-93,3,0.3,19.99,IK-33
IN-19219,2023-12-21,P-160,4,0.4,149,IK-33
IN-19588,2022-09-22,P-68,2,0.2,29.99,IK-33
IN-21110,2022-11-21,P-56,3,0.3,7.99,IK-33
IN-22402,2022-01-18,P-157,2,0.2,9.99,IK-33
IN-23639,2023-08-31,P-1,4,0.4,59.99,IK-33
IN-28637,2022-05-01,P-73,3,0.3,799,IK-33
IN-1613,2023-02-27,P-91,2,0.2,119,IK-33
IN-2080,2021-08-20,P-87,1,0.1,99,IK-33
IN-3445,2021-11-19,P-53,4,0.4,69.99,IK-33
IN-3936,2022-10-11,P-2,3,0.3,29.99,IK-33
IN-4526,2022-04-06,P-44,2,0.2,59.99,IK-33
IN-5393,2022-08-04,P-40,3,0.3,34.99,IK-33
IN-7285,2021-08-20,P-38,2,0.2,14.99,IK-33
IN-9055,2022-04-05,P-81,1,0.1,999,IK-33
IN-9789,2023-11-04,P-116,4,0.4,149,IK-33
IN-9850,2022-12-08,P-129,2,0.2,349,IK-33
IN-11825,2022-06-22,P-51,3,0.3,3.99,IK-33
IN-12858,2021-06-02,P-126,1,0.1,4.99,IK-33
IN-15459,2021-12-05,P-8,4,0.4,99.99,IK-33
IN-172,2023-11-09,P-166,1,0.1,49.99,IK-33
IN-827,2021-02-25,P-90,1,0.1,179,IK-33
IN-2869,2021-10-19,P-169,3,0.3,89,IK-33
IN-3441,2023-06-23,P-62,4,0.4,179,IK-33
IN-3777,2022-08-06,P-32,3,0.3,89,IK-33
IN-7936,2022-01-30,P-29,3,0.3,49.99,IK-33
IN-8764,2023-09-08,P-113,1,0.1,199,IK-33
IN-11430,2023-11-11,P-168,1,0.1,199,IK-33
IN-12258,2022-11-21,P-88,2,0.2,249,IK-33
IN-12308,2021-04-02,P-129,2,0.2,349,IK-33
IN-12600,2022-06-09,P-52,2,0.2,349,IK-33
IN-12820,2023-02-07,P-5,3,0.3,89.99,IK-33
IN-21122,2021-03-23,P-95,3,0.3,399,IK-33
IN-28112,2022-06-13,P-53,2,0.2,69.99,IK-33
IN-29015,2022-05-21,P-141,2,0.2,39,IK-33
IN-29605,2022-01-13,P-109,1,0.1,179,IK-33
IN-29672,2021-04-06,P-13,2,0.2,699,IK-33
IN-31148,2022-04-20,P-76,2,0.2,59.99,IK-33
IN-31849,2022-07-13,P-156,4,0.4,129,IK-33
IN-295,2023-06-10,P-122,3,0.3,49,IK-33
IN-2020,2022-11-22,P-33,1,0.1,49.99,IK-33
IN-4551,2021-03-21,P-58,4,0.4,79.99,IK-33
IN-5466,2022-08-30,P-123,2,0.2,249,IK-33
IN-7342,2021-03-24,P-91,1,0.1,119,IK-33
IN-9636,2022-08-26,P-13,3,0.3,699,IK-33
IN-12259,2023-09-29,P-109,1,0.1,179,IK-33
IN-13116,2023-04-27,P-47,2,0.2,3.99,IK-33
IN-16938,2022-06-28,P-88,4,0.4,249,IK-33
IN-18310,2021-02-04,P-67,3,0.3,179,IK-33
IN-18754,2023-05-20,P-21,4,0.4,129,IK-33
IN-19270,2023-05-08,P-89,4,0.4,599,IK-33
IN-22958,2021-02-05,P-166,1,0.1,49.99,IK-33
IN-24485,2022-06-17,P-53,2,0.2,69.99,IK-33
IN-24785,2023-07-16,P-45,3,0.3,59.99,IK-33
IN-24888,2022-11-04,P-148,4,0.4,999,IK-33
IN-26277,2023-09-02,P-117,3,0.3,19.99,IK-33
IN-28004,2022-07-01,P-13,2,0.2,699,IK-33
IN-29286,2022-12-29,P-154,2,0.2,29.99,IK-33
IN-30136,2022-06-05,P-159,3,0.3,149,IK-33
IN-30870,2021-01-30,P-115,2,0.2,79.99,IK-33
IN-31807,2022-04-14,P-10,4,0.4,6.99,IK-33
IN-55,2023-10-12,P-171,4,0.4,39.99,IK-33
IN-2206,2021-01-16,P-171,4,0.4,39.99,IK-33
IN-2662,2022-03-09,P-55,4,0.4,39.99,IK-33
IN-6301,2021-05-04,P-71,4,0.4,99,IK-33
IN-8356,2022-06-13,P-32,2,0.2,89,IK-33
IN-9866,2023-09-08,P-163,4,0.4,59.99,IK-33
IN-10452,2022-09-21,P-38,2,0.2,14.99,IK-33
IN-10939,2023-11-06,P-47,1,0.1,3.99,IK-33
IN-73,2021-12-02,P-151,4,0.4,159,IK-33
IN-9776,2023-01-25,P-3,3,0.3,199,IK-33
IN-9844,2021-01-04,P-157,1,0.1,9.99,IK-33
IN-11528,2022-11-11,P-2,3,0.3,29.99,IK-33
IN-14327,2022-06-17,P-92,1,0.1,19.99,IK-33
IN-14845,2022-02-03,P-129,1,0.1,349,IK-33
IN-20919,2022-06-02,P-115,1,0.1,79.99,IK-33
IN-23107,2023-08-14,P-153,4,0.4,9.99,IK-33
IN-24791,2022-03-19,P-58,4,0.4,79.99,IK-33
IN-27705,2021-08-10,P-162,4,0.4,19.99,IK-33
IN-29545,2023-04-08,P-26,3,0.3,349,IK-33
IN-29620,2022-08-26,P-91,2,0.2,119,IK-33
IN-29662,2021-08-17,P-168,1,0.1,199,IK-33
IN-31412,2022-05-15,P-118,2,0.2,7.99,IK-33
IN-31871,2022-05-27,P-85,4,0.4,29.99,IK-33
IN-2428,2022-02-11,P-76,4,0.4,59.99,IK-33
IN-2658,2023-08-14,P-18,1,0.1,45,IK-33
IN-4719,2022-05-02,P-173,2,0.2,249,IK-33
IN-9146,2022-01-13,P-59,2,0.2,49.99,IK-33
IN-9537,2023-07-01,P-63,4,0.4,7.99,IK-33
IN-10579,2022-02-13,P-80,3,0.3,99,IK-33
IN-12693,2022-11-07,P-7,4,0.4,59.99,IK-33
IN-13033,2023-09-16,P-54,3,0.3,39.99,IK-33
IN-14614,2022-09-24,P-163,4,0.4,59.99,IK-33
IN-14864,2022-08-16,P-77,2,0.2,9.99,IK-33
IN-20694,2023-02-21,P-77,1,0.1,9.99,IK-33
IN-21432,2023-08-14,P-14,4,0.4,29.99,IK-33
IN-26408,2022-03-23,P-91,4,0.4,119,IK-33
IN-28251,2022-12-26,P-131,2,0.2,699,IK-33
IN-31402,2022-11-03,P-125,4,0.4,69,IK-33
IN-31511,2023-11-04,P-90,1,0.1,179,IK-33
IN-182,2021-05-27,P-88,4,0.4,249,IK-33
IN-1044,2023-02-19,P-170,1,0.1,79.99,IK-33
IN-1497,2022-03-22,P-64,1,0.1,9.99,IK-33
IN-3977,2023-03-03,P-25,4,0.4,35,IK-33
IN-4547,2023-12-13,P-104,4,0.4,349,IK-33
IN-4756,2022-04-24,P-77,3,0.3,9.99,IK-33
IN-5238,2023-01-31,P-90,1,0.1,179,IK-33
IN-5425,2021-10-20,P-6,1,0.1,24.99,IK-33
IN-7923,2022-10-23,P-2,3,0.3,29.99,IK-33
IN-9338,2021-09-22,P-172,1,0.1,899,IK-33
IN-11057,2023-03-15,P-155,3,0.3,699,IK-33
IN-14630,2022-05-15,P-164,4,0.4,39.99,IK-33
IN-1414,2022-08-10,P-73,4,0.4,799,IK-33
IN-10482,2022-11-04,P-161,1,0.1,149,IK-33
IN-12245,2021-01-06,P-165,4,0.4,179,IK-33
IN-15492,2023-12-06,P-53,2,0.2,69.99,IK-33
IN-17192,2021-10-12,P-8,1,0.1,99.99,IK-33
IN-17260,2022-05-19,P-9,1,0.1,249,IK-33
IN-17452,2021-11-29,P-62,2,0.2,179,IK-33
IN-18223,2023-09-23,P-12,1,0.1,69.99,IK-33
IN-20098,2022-11-01,P-46,2,0.2,24.99,IK-33
IN-25027,2023-03-08,P-131,1,0.1,699,IK-33
IN-25186,2022-06-09,P-112,4,0.4,29.99,IK-33
IN-25498,2021-04-19,P-103,3,0.3,59.99,IK-33
IN-25606,2022-04-13,P-126,1,0.1,4.99,IK-33
IN-26931,2022-08-11,P-72,3,0.3,39.99,IK-33
IN-27083,2021-09-29,P-106,4,0.4,19.99,IK-33
IN-28309,2022-08-28,P-21,4,0.4,129,IK-33
IN-102,2022-03-31,P-124,3,0.3,299,IK-33
IN-1469,2023-07-28,P-123,1,0.1,249,IK-33
IN-1772,2021-04-07,P-146,1,0.1,249,IK-33
IN-1908,2022-10-23,P-170,4,0.4,79.99,IK-33
IN-3078,2023-12-24,P-34,3,0.3,125,IK-33
IN-3828,2022-06-23,P-144,2,0.2,149,IK-33
IN-4679,2023-01-05,P-133,1,0.1,159,IK-33
IN-9282,2022-03-17,P-33,1,0.1,49.99,IK-33
IN-12051,2022-05-14,P-51,3,0.3,3.99,IK-33
IN-14174,2021-04-02,P-130,4,0.4,149,IK-33
IN-18839,2022-11-18,P-104,1,0.1,349,IK-33
IN-22760,2023-06-07,P-89,3,0.3,599,IK-33
IN-23312,2023-04-03,P-61,1,0.1,9.99,IK-33
IN-26597,2022-05-19,P-46,2,0.2,24.99,IK-33
IN-28077,2021-09-15,P-79,3,0.3,159,IK-33
IN-915,2023-08-13,P-127,2,0.2,29.99,IK-33
IN-2062,2021-08-30,P-149,2,0.2,19.99,IK-33
IN-2137,2022-11-10,P-19,1,0.1,89.99,IK-33
IN-2151,2021-04-01,P-83,1,0.1,15,IK-33
IN-2546,2022-10-08,P-115,4,0.4,79.99,IK-33
IN-7901,2022-02-15,P-35,3,0.3,14.99,IK-33
IN-8591,2021-12-01,P-38,2,0.2,14.99,IK-33
IN-10512,2021-04-19,P-79,1,0.1,159,IK-33
IN-10655,2022-01-19,P-17,2,0.2,279,IK-33
IN-12188,2022-10-22,P-136,4,0.4,199,IK-33
IN-14067,2022-07-27,P-65,1,0.1,10,IK-33
IN-448,2022-02-26,P-21,2,0.2,129,IK-34
IN-4817,2022-09-30,P-12,1,0.1,69.99,IK-34
IN-5388,2021-02-16,P-106,3,0.3,19.99,IK-34
IN-7177,2023-03-06,P-48,1,0.1,199,IK-34
IN-9127,2023-09-03,P-136,1,0.1,199,IK-34
IN-10597,2022-08-22,P-135,1,0.1,7.99,IK-34
IN-10850,2023-10-08,P-171,1,0.1,39.99,IK-34
IN-11833,2021-01-10,P-86,1,0.1,49.99,IK-34
IN-19653,2023-01-22,P-120,2,0.2,129,IK-34
IN-19770,2022-05-02,P-29,1,0.1,49.99,IK-34
IN-20492,2021-07-04,P-53,1,0.1,69.99,IK-34
IN-26423,2022-07-07,P-128,4,0.4,199,IK-34
IN-26822,2021-11-18,P-169,2,0.2,89,IK-34
IN-27921,2023-03-02,P-39,3,0.3,99,IK-34
IN-29046,2023-04-16,P-148,1,0.1,999,IK-34
IN-2227,2023-03-18,P-136,3,0.3,199,IK-34
IN-10820,2023-03-14,P-10,4,0.4,6.99,IK-34
IN-12564,2021-07-25,P-76,4,0.4,59.99,IK-34
IN-13587,2022-02-20,P-174,1,0.1,19.99,IK-34
IN-15032,2021-03-30,P-172,3,0.3,899,IK-34
IN-17392,2021-04-14,P-14,2,0.2,29.99,IK-34
IN-18283,2023-07-14,P-87,1,0.1,99,IK-34
IN-19872,2022-02-07,P-121,2,0.2,129,IK-34
IN-20032,2022-06-10,P-41,3,0.3,149,IK-34
IN-28895,2021-09-25,P-103,3,0.3,59.99,IK-34
IN-29940,2022-02-01,P-137,3,0.3,79.99,IK-34
IN-31101,2022-11-06,P-89,1,0.1,599,IK-34
IN-31446,2022-10-11,P-46,1,0.1,24.99,IK-34
IN-1609,2022-05-02,P-111,2,0.2,89,IK-34
IN-3069,2022-12-28,P-101,3,0.3,35,IK-34
IN-7302,2021-08-12,P-91,4,0.4,119,IK-34
IN-9854,2022-09-14,P-116,2,0.2,149,IK-34
IN-11878,2021-12-14,P-127,4,0.4,29.99,IK-34
IN-12183,2022-05-03,P-35,1,0.1,14.99,IK-34
IN-14589,2023-04-03,P-168,1,0.1,199,IK-34
IN-15487,2023-07-16,P-21,4,0.4,129,IK-34
IN-322,2023-04-02,P-171,1,0.1,39.99,IK-34
IN-1448,2021-09-15,P-114,1,0.1,99,IK-34
IN-12467,2021-06-14,P-4,3,0.3,79.99,IK-34
IN-13436,2022-06-26,P-166,3,0.3,49.99,IK-34
IN-14684,2023-12-13,P-18,1,0.1,45,IK-34
IN-15686,2022-09-12,P-36,3,0.3,39.99,IK-34
IN-18563,2022-10-13,P-84,2,0.2,499,IK-34
IN-20781,2021-09-29,P-86,4,0.4,49.99,IK-34
IN-20799,2022-03-09,P-169,1,0.1,89,IK-34
IN-24399,2023-06-15,P-2,1,0.1,29.99,IK-34
IN-29332,2022-03-31,P-9,2,0.2,249,IK-34
IN-2741,2023-12-05,P-158,2,0.2,29.99,IK-34
IN-4336,2021-12-22,P-98,4,0.4,199,IK-34
IN-4751,2021-11-04,P-81,2,0.2,999,IK-34
IN-6162,2021-07-28,P-163,4,0.4,59.99,IK-34
IN-7437,2021-05-17,P-82,4,0.4,199,IK-34
IN-9194,2023-04-02,P-39,2,0.2,99,IK-34
IN-10294,2023-05-17,P-50,1,0.1,199,IK-34
IN-15411,2023-05-13,P-124,1,0.1,299,IK-34
IN-15881,2022-01-16,P-86,4,0.4,49.99,IK-34
IN-18247,2022-04-06,P-164,4,0.4,39.99,IK-34
IN-19152,2021-08-16,P-18,3,0.3,45,IK-34
IN-20278,2022-03-08,P-83,2,0.2,15,IK-34
IN-26732,2023-11-10,P-25,2,0.2,35,IK-34
IN-27044,2022-06-10,P-140,1,0.1,129,IK-34
IN-28122,2023-11-29,P-17,1,0.1,279,IK-34
IN-28305,2022-11-12,P-112,4,0.4,29.99,IK-34
IN-29903,2022-05-31,P-84,2,0.2,499,IK-34
IN-240,2021-08-18,P-98,2,0.2,199,IK-34
IN-3144,2022-03-01,P-101,2,0.2,35,IK-34
IN-4874,2023-03-24,P-111,1,0.1,89,IK-34
IN-5730,2023-08-17,P-62,3,0.3,179,IK-34
IN-6512,2022-07-16,P-132,3,0.3,249,IK-34
IN-6941,2021-08-06,P-92,3,0.3,19.99,IK-34
IN-7287,2021-12-16,P-150,2,0.2,35,IK-34
IN-10005,2022-09-15,P-74,4,0.4,39.99,IK-34
IN-10402,2021-08-05,P-115,4,0.4,79.99,IK-34
IN-10987,2022-11-19,P-117,1,0.1,19.99,IK-34
IN-500,2023-08-31,P-136,1,0.1,199,IK-34
IN-2274,2023-12-01,P-134,4,0.4,29.99,IK-34
IN-4120,2023-04-08,P-92,3,0.3,19.99,IK-34
IN-5614,2023-04-01,P-171,1,0.1,39.99,IK-34
IN-7751,2023-05-10,P-87,2,0.2,99,IK-34
IN-7766,2021-07-02,P-43,3,0.3,175,IK-34
IN-8612,2022-09-08,P-77,4,0.4,9.99,IK-34
IN-10135,2021-02-07,P-170,1,0.1,79.99,IK-34
IN-10432,2023-07-03,P-161,3,0.3,149,IK-34
IN-11820,2023-02-02,P-158,2,0.2,29.99,IK-34
IN-11869,2023-10-28,P-112,3,0.3,29.99,IK-34
IN-14113,2021-08-06,P-65,2,0.2,10,IK-34
IN-15319,2023-06-06,P-94,1,0.1,299,IK-34
IN-18861,2021-11-25,P-104,4,0.4,349,IK-34
IN-20477,2023-09-03,P-140,1,0.1,129,IK-34
IN-20787,2023-02-20,P-39,4,0.4,99,IK-34
IN-21579,2022-04-10,P-160,2,0.2,149,IK-34
IN-25318,2022-07-19,P-4,3,0.3,79.99,IK-34
IN-25419,2021-02-23,P-170,1,0.1,79.99,IK-34
IN-26499,2022-01-05,P-77,3,0.3,9.99,IK-34
IN-28047,2021-09-10,P-109,1,0.1,179,IK-34
IN-28845,2021-12-17,P-80,3,0.3,99,IK-34
IN-29023,2021-10-24,P-103,4,0.4,59.99,IK-34
IN-31405,2023-01-04,P-29,2,0.2,49.99,IK-34
IN-3198,2023-07-30,P-39,4,0.4,99,IK-34
IN-3949,2021-02-16,P-77,1,0.1,9.99,IK-34
IN-5522,2023-11-13,P-124,4,0.4,299,IK-34
IN-6509,2022-01-16,P-107,2,0.2,199,IK-34
IN-10833,2023-12-13,P-56,3,0.3,7.99,IK-34
IN-12463,2021-09-26,P-127,3,0.3,29.99,IK-34
IN-12981,2021-03-29,P-3,1,0.1,199,IK-34
IN-13001,2021-08-06,P-88,3,0.3,249,IK-34
IN-14432,2021-10-16,P-114,4,0.4,99,IK-34
IN-14708,2023-02-03,P-98,1,0.1,199,IK-34
IN-14994,2021-05-31,P-30,2,0.2,24.99,IK-34
IN-15422,2022-06-30,P-134,2,0.2,29.99,IK-34
IN-18138,2021-05-31,P-107,2,0.2,199,IK-34
IN-18385,2022-10-21,P-91,3,0.3,119,IK-34
IN-19054,2022-08-16,P-55,4,0.4,39.99,IK-34
IN-20641,2023-11-11,P-117,2,0.2,19.99,IK-34
IN-20643,2021-10-22,P-57,1,0.1,79.99,IK-34
IN-20777,2021-04-11,P-12,4,0.4,69.99,IK-34
IN-24352,2022-08-01,P-46,4,0.4,24.99,IK-34
IN-24434,2021-07-07,P-73,3,0.3,799,IK-34
IN-27251,2022-10-17,P-78,3,0.3,329,IK-34
IN-27651,2022-03-08,P-56,3,0.3,7.99,IK-34
IN-28715,2023-06-14,P-167,4,0.4,119,IK-34
IN-2760,2022-05-09,P-172,1,0.1,899,IK-34
IN-10677,2021-05-25,P-17,2,0.2,279,IK-34
IN-12047,2023-09-29,P-67,3,0.3,179,IK-34
IN-13377,2021-01-03,P-16,3,0.3,129,IK-34
IN-13482,2022-04-03,P-163,2,0.2,59.99,IK-34
IN-14041,2022-10-05,P-75,2,0.2,249,IK-34
IN-15269,2021-01-09,P-68,2,0.2,29.99,IK-34
IN-15922,2023-03-09,P-25,3,0.3,35,IK-34
IN-103,2023-12-01,P-21,2,0.2,129,IK-34
IN-378,2021-05-26,P-76,3,0.3,59.99,IK-34
IN-1098,2023-04-27,P-11,1,0.1,24.99,IK-34
IN-5643,2023-10-31,P-63,3,0.3,7.99,IK-34
IN-5780,2022-10-22,P-85,4,0.4,29.99,IK-34
IN-6122,2022-09-24,P-19,4,0.4,89.99,IK-34
IN-7068,2023-08-06,P-86,1,0.1,49.99,IK-34
IN-7850,2021-04-05,P-46,4,0.4,24.99,IK-34
IN-12789,2022-02-04,P-80,4,0.4,99,IK-34
IN-13248,2022-05-24,P-55,1,0.1,39.99,IK-34
IN-14416,2023-11-15,P-60,4,0.4,15,IK-34
IN-14866,2022-09-22,P-30,3,0.3,24.99,IK-34
IN-16588,2022-08-04,P-142,3,0.3,25,IK-34
IN-17816,2022-07-01,P-69,1,0.1,5.99,IK-34
IN-21036,2023-04-17,P-155,2,0.2,699,IK-34
IN-21395,2021-06-30,P-87,3,0.3,99,IK-34
IN-23565,2023-11-13,P-54,1,0.1,39.99,IK-34
IN-24569,2023-07-03,P-78,2,0.2,329,IK-34
IN-25145,2021-05-07,P-152,2,0.2,59.99,IK-34
IN-25153,2022-02-19,P-109,4,0.4,179,IK-34
IN-25181,2023-02-27,P-137,1,0.1,79.99,IK-34
IN-28344,2023-11-02,P-140,4,0.4,129,IK-34
IN-29227,2021-01-29,P-81,2,0.2,999,IK-34
IN-31117,2021-03-18,P-14,4,0.4,29.99,IK-34
IN-1091,2022-04-13,P-85,4,0.4,29.99,IK-34
IN-1216,2023-10-23,P-133,3,0.3,159,IK-34
IN-1316,2022-08-21,P-37,2,0.2,129,IK-34
IN-2675,2021-01-14,P-29,1,0.1,49.99,IK-34
IN-3119,2021-01-25,P-99,2,0.2,99,IK-34
IN-5877,2022-03-11,P-107,2,0.2,199,IK-34
IN-12267,2022-07-17,P-79,3,0.3,159,IK-34
IN-14255,2021-04-02,P-75,2,0.2,249,IK-34
IN-15175,2021-02-23,P-94,1,0.1,299,IK-34
IN-15439,2023-08-24,P-82,1,0.1,199,IK-34
IN-16556,2021-12-13,P-99,4,0.4,99,IK-34
IN-18688,2023-09-25,P-61,2,0.2,9.99,IK-34
IN-21939,2021-01-02,P-94,2,0.2,299,IK-34
IN-25253,2022-09-20,P-13,4,0.4,699,IK-34
IN-26310,2021-09-09,P-121,4,0.4,129,IK-34
IN-29351,2022-10-04,P-118,3,0.3,7.99,IK-34
IN-29647,2021-11-28,P-106,1,0.1,19.99,IK-34
IN-31766,2023-10-02,P-97,3,0.3,139,IK-34
IN-544,2021-03-27,P-79,1,0.1,159,IK-34
IN-2694,2021-03-18,P-30,1,0.1,24.99,IK-34
IN-2899,2022-03-21,P-31,2,0.2,19.99,IK-34
IN-2913,2021-09-03,P-173,2,0.2,249,IK-34
IN-9102,2023-09-17,P-88,1,0.1,249,IK-34
IN-11879,2023-12-27,P-15,4,0.4,999,IK-34
IN-14544,2021-04-06,P-129,2,0.2,349,IK-34
IN-14712,2022-03-27,P-52,3,0.3,349,IK-34
IN-15247,2022-05-21,P-157,4,0.4,9.99,IK-34
IN-15776,2022-09-28,P-34,4,0.4,125,IK-34
IN-339,2021-07-20,P-165,1,0.1,179,IK-35
IN-3537,2021-08-28,P-103,2,0.2,59.99,IK-35
IN-9319,2023-02-02,P-155,1,0.1,699,IK-35
IN-9920,2022-03-19,P-120,4,0.4,129,IK-35
IN-10924,2022-01-20,P-94,2,0.2,299,IK-35
IN-11034,2021-11-28,P-10,2,0.2,6.99,IK-35
IN-12121,2021-12-12,P-88,1,0.1,249,IK-35
IN-14393,2023-01-27,P-112,3,0.3,29.99,IK-35
IN-15802,2022-04-18,P-24,2,0.2,49.99,IK-35
IN-16014,2023-07-05,P-56,2,0.2,7.99,IK-35
IN-17565,2022-12-11,P-153,4,0.4,9.99,IK-35
IN-18400,2021-08-17,P-35,1,0.1,14.99,IK-35
IN-19216,2021-02-03,P-113,3,0.3,199,IK-35
IN-19308,2021-10-01,P-36,4,0.4,39.99,IK-35
IN-19365,2023-10-13,P-150,3,0.3,35,IK-35
IN-22842,2022-06-15,P-161,3,0.3,149,IK-35
IN-24535,2023-12-04,P-3,3,0.3,199,IK-35
IN-24701,2021-07-05,P-131,3,0.3,699,IK-35
IN-26080,2022-06-26,P-25,1,0.1,35,IK-35
IN-26247,2023-02-02,P-16,4,0.4,129,IK-35
IN-26501,2023-01-06,P-98,2,0.2,199,IK-35
IN-28393,2022-03-02,P-143,1,0.1,129,IK-35
IN-28607,2022-07-01,P-119,2,0.2,12.99,IK-35
IN-30216,2022-10-25,P-154,2,0.2,29.99,IK-35
IN-31864,2022-12-15,P-156,4,0.4,129,IK-35
IN-399,2021-11-11,P-25,1,0.1,35,IK-35
IN-893,2023-09-14,P-134,1,0.1,29.99,IK-35
IN-1822,2023-01-14,P-161,4,0.4,149,IK-35
IN-4399,2022-03-06,P-74,2,0.2,39.99,IK-35
IN-5519,2022-03-19,P-130,1,0.1,149,IK-35
IN-6909,2022-05-21,P-97,4,0.4,139,IK-35
IN-7802,2022-09-23,P-165,4,0.4,179,IK-35
IN-8472,2021-07-23,P-5,1,0.1,89.99,IK-35
IN-8980,2023-04-30,P-16,4,0.4,129,IK-35
IN-9308,2023-12-24,P-151,1,0.1,159,IK-35
IN-17055,2022-09-19,P-4,4,0.4,79.99,IK-35
IN-17439,2023-10-12,P-101,1,0.1,35,IK-35
IN-19665,2023-04-03,P-63,2,0.2,7.99,IK-35
IN-20075,2022-04-02,P-46,4,0.4,24.99,IK-35
IN-24108,2022-10-13,P-99,3,0.3,99,IK-35
IN-24180,2022-11-16,P-87,1,0.1,99,IK-35
IN-26690,2021-05-27,P-50,3,0.3,199,IK-35
IN-30676,2022-04-06,P-160,4,0.4,149,IK-35
IN-30868,2023-04-17,P-113,4,0.4,199,IK-35
IN-1601,2023-11-10,P-66,3,0.3,5,IK-35
IN-2924,2023-12-24,P-147,4,0.4,199,IK-35
IN-5840,2021-06-28,P-51,4,0.4,3.99,IK-35
IN-5946,2023-01-13,P-45,1,0.1,59.99,IK-35
IN-8622,2022-07-14,P-125,1,0.1,69,IK-35
IN-10694,2023-06-20,P-94,3,0.3,299,IK-35
IN-12904,2022-10-12,P-27,3,0.3,149,IK-35
IN-14078,2023-12-25,P-35,3,0.3,14.99,IK-35
IN-15013,2021-06-19,P-85,1,0.1,29.99,IK-35
IN-1154,2022-09-20,P-19,1,0.1,89.99,IK-35
IN-1896,2023-09-21,P-96,1,0.1,249,IK-35
IN-1990,2023-11-19,P-71,1,0.1,99,IK-35
IN-2605,2021-01-19,P-14,1,0.1,29.99,IK-35
IN-3468,2022-05-12,P-124,2,0.2,299,IK-35
IN-7477,2022-03-22,P-32,2,0.2,89,IK-35
IN-9092,2021-07-23,P-87,1,0.1,99,IK-35
IN-9321,2022-06-17,P-97,3,0.3,139,IK-35
IN-9714,2023-05-27,P-74,2,0.2,39.99,IK-35
IN-9739,2022-09-17,P-112,2,0.2,29.99,IK-35
IN-11633,2023-09-02,P-10,4,0.4,6.99,IK-35
IN-13301,2021-05-10,P-129,2,0.2,349,IK-35
IN-13795,2022-11-15,P-43,2,0.2,175,IK-35
IN-15069,2023-01-25,P-149,3,0.3,19.99,IK-35
IN-15777,2022-03-03,P-72,4,0.4,39.99,IK-35
IN-21926,2021-07-12,P-153,3,0.3,9.99,IK-35
IN-22824,2022-11-05,P-31,4,0.4,19.99,IK-35
IN-24453,2023-04-08,P-39,1,0.1,99,IK-35
IN-24741,2021-04-07,P-150,4,0.4,35,IK-35
IN-24946,2022-10-12,P-16,3,0.3,129,IK-35
IN-27001,2022-07-24,P-39,4,0.4,99,IK-35
IN-28934,2021-01-12,P-108,3,0.3,5.99,IK-35
IN-31525,2023-10-16,P-144,2,0.2,149,IK-35
IN-953,2023-12-17,P-104,2,0.2,349,IK-35
IN-1224,2023-05-24,P-117,2,0.2,19.99,IK-35
IN-2749,2022-03-30,P-52,4,0.4,349,IK-35
IN-3120,2021-10-23,P-158,2,0.2,29.99,IK-35
IN-3989,2022-04-19,P-173,2,0.2,249,IK-35
IN-4172,2023-12-04,P-127,2,0.2,29.99,IK-35
IN-5236,2023-04-18,P-173,3,0.3,249,IK-35
